data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9204201,356,IND110088,110088,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; Health Workers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 26 April 2022, INC members joined a continuing sit-in protest by the health workers under the national health mission at Jammu city (J&K) to demand extension of their services amidst the coronavirus pandemic. [size=no report]",0,1652192378,IND
9204202,356,IND110087,110087,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),JKAP: Jammu and Kashmir Apni Party; Bajrang Dal; Shiv Sena; DF: Dogra Front,6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 26 April 2022, hundreds of JKAP members along with Dogra Front, Bajrang Dal and Shiv Sena members held protests at various locations in Jammu city (J&K) over lack of water and power supply in the Jammu region. [size=hundreds]",0,1652192378,IND
9204218,356,IND110082,110082,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Badgam,Budgam,Budgam,34.0152,74.7207,1,Daily Excelsior,Subnational,"On 26 April 2022, kissan union (a local farmer organization) members held a protest at Budgam city (Badgam district, J&K) over unscheduled power cuts in the area. [size=no report]",0,1652192378,IND
9204219,356,IND110081,110081,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Anantnag,Anantnag,Anantnag,33.73,75.15,1,Daily Excelsior,Subnational,"On 26 April 2022, kissan union (a local farmer organization) members held a protest at Anantnag city (J&K) over unscheduled power cuts in the area. [size=no report]",0,1652192378,IND
9204227,356,IND110097,110097,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Srinagar,Srinagar South,Srinagar,34.0857,74.8056,3,Daily Excelsior,Subnational,"On 26 April 2022, kissan union (a local farmer organization) members held a protest at various areas of the Kashmir valley coded at Srinagar city (J&K) over unscheduled power cuts in the area. [size=no report]",0,1652192378,IND
9204340,356,IND110083,110083,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Baramulla,Baramulla,Baramulla,34.209,74.3429,1,Early Times (India),Subnational,"On 26 April 2022, residents and traders held a protest at Baramulla city (J&K) over unscheduled power cuts in the area. [size=no report]",0,1652192378,IND
9204344,356,IND110089,110089,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Former Government of India (2014-); JKNPP: Jammu and Kashmir National Panthers Party,6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Early Times (India),Subnational,"On 26 April 2022, locals led by a JKNPP leader and a former minister held a protest at Jammu city (J&K) over claimed forced participation of government employees in the rally during the prime minister's visit, delay in regularization of labour force and health workers amidst the coronavirus pandemic, restoration of statehood among other issues. [size=no report]",0,1652192378,IND
9204368,356,IND110303,110303,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Free Press Journal (India),National,"On 26 April 2022, nurses union of All India Institute of Medical Sciences staged a protest and went on strike, in Delhi - New Delhi, against the suspension of a colleague and demanding his reinstatement. [size=no report]",0,1652192378,IND
9204423,356,IND110335,110335,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,South Asia,India,Uttarakhand,Haridwar,Hardwar,Haridwar,29.9479,78.1602,1,Hindustan Times,National,"On 26 April 2022, intern students of Rishikul Ayurvedic Medical College in Haridwar staged a protest, in Haridwar town (Hardwar, Haridwar district, Uttarakhand), demanding better stipends. [size=no report]",0,1652192379,IND
9204458,356,IND110327,110327,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Punjab,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,3,Hindustan Times,National,"On 26 April 2022, Punjab Roadways, PUNBUS/PRTC Contract Workers Union staged state-wide protests across Punjab, coded as Chandigarh, against transfer orders issued by the government. [size=no report]",0,1652192379,IND
9204506,356,IND110428,110428,26 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),INC: Indian National Congress,6,Police Forces of India (2014-),,1,16,South Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Indian Express,National,"On 26 April 2022, INC members held a protest at Kolkata city (WB) against the arrest of an INC member from Gujrat in Assam. Police evicted them from the area. [size=no report]",0,1652192379,IND
9204514,356,IND109983,109983,26 April 2022,2022,1,Riots,Mob violence,Rioters (India),General Caste Militia (India),5,Civilians (India),Dalit Caste Group (India),7,57,South Asia,India,Uttar Pradesh,Firozabad,Jasrana,Jodhpur Mudaiya,27.4306,78.6005,1,Indo-Asian News Service,Regional,"On 26 April 2022, a mob of General caste members attacked and killed a Dalit man, in Jodhpur Mudaiya village (Firozabad district, UP), forcing them to vacate their land. 1 killed. [size=no report]",1,1652192379,IND
9204627,356,IND110093,110093,26 April 2022,2022,2,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Poonch,Haveli,Poonch,33.7703,74.0925,1,Pakistan Press International,Regional,"Around 26 April 2022 (as reported), protests were held at Poonch city (J&K) against the BJP-led government over claimed anti-Kashmir policies of the government. [size=no report]",0,1652192379,IND
9204646,356,IND110084,110084,26 April 2022,2022,2,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Baramulla,Baramulla,Baramulla,34.209,74.3429,1,Pakistan Press International,Regional,"Around 26 April 2022 (as reported), protests were held at Baramulla city (J&K) against the BJP-led government over claimed anti-Kashmir policies of the government. [size=no report]",0,1652192379,IND
9204708,356,IND110192,110192,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,South Asia,India,Chhattisgarh,Raipur,Raipur,Raipur,21.2333,81.6333,1,Pioneer (India),National,"On 26 April 2022, INC members staged a protest outside the Divisional Railway Manager's office in Raipur city (Raipur, Chhattisgarh), against the suspension of several passenger trains passing through Chhattisgarh state. [size=no report]",0,1652192379,IND
9204806,356,IND109996,109996,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,South Asia,India,Karnataka,Mysuru,Mysore,Mysuru,12.2979,76.6392,1,The Hindu,National,"On 26 April 2022, several farmers representing the Federation of Karnataka State Farmers' Associations and State Sugarcane Growers' Federation staged a protest in Mysuru city (Mysuru district, Karnataka) demanding a probe by Criminal Investigation Department (CID) into the recently unearthed scam in MUDA. [size=several]",0,1652192380,IND
9204852,356,IND110004,110004,26 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Tamil Nadu,Madurai,Madurai South,Madurai,9.9174,78.1196,1,Times of India,National,"On 26 April 2022, members of the Coordination body of Vehicle Owners, Drivers and Road Workers Association staged a protest at the collector's office in Madurai city (Madurai district, Tamil Nadu) demanding removal of Kappalur toll gate which violates the basic principle of 60km distance between toll gates. [size=no report]",0,1652192380,IND
9203892,356,IND110072,110072,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Bakarwal Ethnic Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Poonch,Haveli,Poonch,33.7703,74.0925,1,Amar Ujala; Daily Excelsior,Subnational-National,"On 25 April 2022, Bakarwal community nomads staged a protest at Behramgala area in Poonch city (J&K) over closure of a road that disallowed them from reaching their hamlet. [size=no report]",0,1652192377,IND
9203908,356,IND110251,110251,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Manipur,Kakching,Kakching,Arong Nongmaikhong,24.4446,93.8857,2,Sangai Express; E-Pao,Subnational,"On 25 April 2022, members of the Joint action Committee Against Chingkhei Meesi along with others staged a demonstration at the community hall in Arong under the Arong Nongmaikhong Police Station (Kakching, Manipur) demanding justice and registration of a First Information Report (FIR) on the mysterious death of a woman. [size=no report]",0,1652192377,IND
9203922,356,IND110312,110312,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,South Asia,India,Punjab,Patiala,Rajpura,Rajpura,30.4785,76.5928,1,Hindustan Times; Indian Express,National,"On 25 April 2022, INC members led by former INC Punjab president, staged a protest, at the Rajpura Thermal Plant in Rajpura town (Patiala district, Punjab), against power shortage in the state. [size=no report]",0,1652192377,IND
9204022,356,IND110064,110064,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Amar Ujala,National,"On 25 April 2022, health workers under the national health mission staged a protest during a continuing sit-in at Jammu city (J&K) to demand extension of their services amidst the coronavirus pandemic. [size=no report]",0,1652192378,IND
9204030,356,IND110076,110076,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Samba,Samba,Samba,32.5625,75.1199,1,Amar Ujala,National,"On 25 April 2022, casual workers of the water department held a protest at Samba city (J&K) against the department over delay in release of pending wages and regularization. [size=no report]",0,1652192378,IND
9204032,356,IND110075,110075,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Reasi,Reasi,Reasi,33.0792,74.8342,1,Amar Ujala,National,"On 25 April 2022, water department workers held a protest at Reasi city (J&K) against the BJP to demand regularization and pending wages. [size=no report]",0,1652192378,IND
9204037,356,IND110073,110073,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Poonch,Haveli,Poonch,33.7703,74.0925,1,Amar Ujala,National,"On 25 April 2022, students held a protest at Poonch city (J&K) to demand online classes and mass promotion as the school remained closed for a long time during the coronavirus pandemic. [size=no report]",0,1652192378,IND
9204046,356,IND110061,110061,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),JKAP: Jammu and Kashmir Apni Party,6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Domel,32.8889,74.9583,1,Amar Ujala,National,"On 25 April 2022, JKAP members held a protest at Domel town (Jammu district, J&K) to demand jobs for youth in railways and other government departments. [size=no report]",0,1652192378,IND
9204062,356,IND110065,110065,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),JWAM: Jammu West Assembly Movement,6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Amar Ujala,National,"On 25 April 2022, JWAM members held a protest at Jammu city (J&K) over lack of power supply in the Janipur area. [size=no report]",0,1652192378,IND
9204064,356,IND110066,110066,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; Government of India (2014-),6,,,0,60,South Asia,India,Jammu and Kashmir,Kathua,Hiranagar,Hiranagar,32.4549,75.2719,1,Amar Ujala,National,"On 25 April 2022, INC members along with panches (local government heads) held a protest at Hiranagar city (Kathua district, J&K) against BJP led government over inflation in essential items and unemployment. [size=no report]",0,1652192378,IND
9204074,356,IND110068,110068,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Hatli,32.4197,75.5845,1,Amar Ujala,National,"On 25 April 2022, dozens of power department workers held a protest at Hatli town (Kathua district, J&K) to demand regularization and increase in wages. [size=dozens]",0,1652192378,IND
9204075,356,IND110069,110069,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India); Teachers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Amar Ujala,National,"On 25 April 2022, workers under the banner of All India Pension Restoration United Front, and teachers held a protest at Kathua city (J&K) to demand restoration of the old pension scheme. [size=no report]",0,1652192378,IND
9204093,356,IND110248,110248,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Women (India); Students (India),6,,,0,60,South Asia,India,Assam,Kamrup Metropolitan,North Guwahati,Guwahati,26.1892,91.7722,1,Assam Tribune,Subnational,"On 25 April 2022, students of Handique Girls' College staged a demonstration at the main college gate in Guwahati city (Kamrup Metropolitan, Assam) against the appointment of a professor previously removed for molesting two students. [size=no report]",0,1652192378,IND
9204117,356,IND110190,110190,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party; Government of India (2014-),6,,,0,60,South Asia,India,Jharkhand,East Singhbhum,Golmuri-Cum-Jugsalai,Jamshedpur,22.8049,86.2025,1,Avenue Mail,Subnational,"On 25 April 2022, thousands of BJP members, joined by BJP legislators, staged a 'dharna' (sit-in protest) outside the Jamshedpur Notified Area Committee office in Sakchi locality of Jamshedpur city (East Singhbhum, Jharkhand), over lack of civic amenities in different localities of the city. [size=thousands]",0,1652192378,IND
9204174,356,IND109982,109982,25 April 2022,2022,1,Riots,Mob violence,Rioters (India),Dhaul Kalan Communal Group (India),5,Rioters (India),Dhaul Kalan Communal Group (India),5,55,South Asia,India,Punjab,Amritsar,Amritsar-II,Dhaul Kalan,31.6725,74.7973,1,Chandigarh Tribune,National,"On 25 April 2022, two mobs clashed and fired at each other, Dhaul Kalan (Amritsar-I, Amritsar district, Punjab), over a land dispute. [size=no report]",0,1652192378,IND
9204179,356,IND110132,110132,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),AIBCF: All India Backward Classes Federation; Other Backward Class Group (India); Rajput Caste Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Samba,Samba,Palli,32.6179,74.89,1,Daily Excelsior,Subnational,"On 25 April 2022, OBC organization members led by AIBCF leaders and a former head of Rajput Sabha held a protest at Palli city (Samba district, J&K) against the BJP led government to demand 27% reservation for the community in J&K government jobs. [size=no report]",0,1652192378,IND
9204180,356,IND110062,110062,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (Pakistan),Refugees/IDPs (Pakistan),6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 25 April 2022, a large number of displaced people from Pakistan held a protest at Jammu city (J&K) to demand reservation in 12 assembly seats and early release of the relief package. [size=large]",0,1652192378,IND
9204181,356,IND110059,110059,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Baramulla,Baramulla,Baramulla,34.209,74.3429,1,Daily Excelsior,Subnational,"On 25 April 2022, traders held a protest at Baramulla city (J&K) over unscheduled power cuts during the month of Ramzan (a Holy month for Muslims). [size=no report]",0,1652192378,IND
9204185,356,IND110077,110077,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Women (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Srinagar,Srinagar South,Srinagar,34.0857,74.8056,1,Daily Excelsior,Subnational,"On 25 April 2022, scores of women held a protest at Srinagar city (J&K) over lack of water supply in their area. [size=scores]",0,1652192378,IND
9204189,356,IND110063,110063,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 25 April 2022, mission statehood members (a local organization) held a protest at Jammu city (J&K) against frequent power cuts and water supply shortages in Jammu city (J&K). [size=no report]",0,1652192378,IND
9204200,356,IND110071,110071,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Poonch,Haveli,Chandak,33.7489,74.1746,1,Daily Excelsior,Subnational,"On 25 April 2022, locals held a protest at Chandak village (Poonch district, J&K) against the water department over lack of water supply. [size=no report]",0,1652192378,IND
9204222,356,IND110080,110080,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Government of India (2014-),6,,,0,60,South Asia,India,Jammu and Kashmir,Udhampur,Udhampur,Udhampur,32.9243,75.1357,2,Daily Excelsior,Subnational,"On 25 April 2022, locals led by a sarpanch (local government head) held a protest at Dhamnote village in Udhampur district (J&K) over unauthorized absence of teachers from the government school in the town. [size=no report]",0,1652192378,IND
9204343,356,IND110079,110079,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Srinagar,Srinagar South,Srinagar,34.0857,74.8056,1,Early Times (India),Subnational,"On 25 April 2022, gardeners cum guards held a protest at Srinagar city (J&K) to demand increase in wages. [size=no report]",0,1652192378,IND
9204367,356,IND110191,110191,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party; Government of India (2014-),6,,,0,60,South Asia,India,Maharashtra,Raigad,Panvel,Panvel,18.9887,73.1101,1,Free Press Journal (India),National,"On 25 April 2022, BJP members, joined by a BJP legislator, staged a protest at the Chhatrapati Shivaji Maharaj Chowk in Panvel city (Raigad, Maharashtra), against unplanned load shedding and forced recovery of electricity. [size=no report]",0,1652192378,IND
9204396,356,IND110074,110074,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Bakarwal Ethnic Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Rajouri,Nowshehra,Rajouri,33.25,74.25,1,Greater Kashmir,Subnational,"On 25 April 2022, Bakarwal community nomads staged a protest at Rajouri city (J&K) over closure of a road that disallowed them from reaching their hamlet. [size=no report]",0,1652192379,IND
9204403,356,IND110078,110078,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Srinagar,Srinagar South,Srinagar,34.0857,74.8056,1,Greater Kashmir,Subnational,"On 25 April 2022, scores of residents held a protest at Srinagar city (J&K) over unscheduled power cuts in their area. [size=scores]",0,1652192379,IND
9204406,356,IND109994,109994,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),CPI: Communist Party of India; CPI(M): Communist Party of India (Marxist),6,,,0,60,South Asia,India,Andhra Pradesh,Chittoor,Tirupati,Tirupati,13.6355,79.4198,1,Hans India,Subnational,"On 25 April 2022, members of CPI and CPI(M) held protests across Tirupati city (Chittoor district, Andhra Pradesh) against the rising prices of essential commodities. [size=no report]",0,1652192379,IND
9204426,356,IND109954,109954,25 April 2022,2022,1,Riots,Mob violence,Rioters (India),Dalit Caste Group (India); Muslim Group (India); Students (India),5,Rioters (India),Other Backward Class Group (India); Students (India),5,55,South Asia,India,Tamil Nadu,Tirunelveli,Ambasamudram,Pappakudi,8.7516,77.5075,1,Hindustan Times,National,"On 25 April 2022, a Dalit student along with two other Muslim students got in a fight with a student from Other Backward Classes (OBC) in Pappakudi village (Tirunelveli district, Tamil Nadu), following an altercation over their castes. The latter student died after the former hit him with a brick. [size=4]",1,1652192379,IND
9204501,356,IND110442,110442,25 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),Lawyers (India),6,Police Forces of India (2014-),,1,16,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Indian Express,National,"On 25 April 2022, lawyers staged a protest, at the Karkardooma Courts Complex in Delhi - New Delhi, against the assault on a lawyer by policemen the previous day. 2 policemen were pushed and manhandled during the protest leading to a scuffle. [size=no report]",0,1652192379,IND
